Name,Address,City,lng,lat,Phone,Website,Introduction,Open_Time,Rating,Suggested_Duration,lng.1,lat.1
新街口Xinjiekou,南京市秦淮区中山南路79号中央商场新街口商业步行区,Nanjing,118.780409,32.04172,025-86713675,,新街口位于南京市的中心区域，是一个有着近百年历史的著名商圈，这里集购物、餐饮、住宿、休闲娱乐为一体，每个来南京的游客，一定会来这里逛逛。这里的标志性建筑当属新街口广场上的孙中山铜像，中山路、中山东路、中山南路、汉中路也是在此交汇，形成了南京市的交通枢纽，新街口地铁站也正是位于这个交汇口。来到新街口商圈，可以欣赏南京的地标建筑“南京国际金融中心”，探访位于中山东路1号的交通银行南京分行旧址，欣赏这座具有古罗马古典复兴艺术气息的建筑，逛一逛德基广场，穿梭于各种街道小巷，买遍生活优品，吃遍特色美食。,全年 全天开放,4.7,建议游览时间：1小时 - 2小时,118.780409,32.04172
达摩古洞Damo Ancient Cave,南京市幕燕滨江风貌区五马渡广场以东,Nanjing,118.790149,32.133222,,,“一苇渡”达摩石窟光影艺术馆坐落于南京幕府山。2016年，幕府山矿坑修复期，由孙家彬教授设计百余尊形态各异的达摩塑像，恢复重建了禅宗文化主题“百态达摩”石窟。2023年，由众多艺术家共同创作，通过沉浸式光影艺术，在百态达摩石窟内演绎“百变达摩”，再现“一苇渡江”奇景、盛景。“一苇渡”光影艺术传承东方美学视效，依托达摩传奇故事，结合千坪洞窟空间形态，创意性采用3D Mapping、AIGC、Arc GIS拓扑等光影技术，以“渡”为体验线索，创新打造八大艺术“光”空间。启心之光看光影传奇，炽热之光赏巨幅达摩，沐尘之光见卓溪泉涌，面壁之光品彼岸镜界，唤醒之光与时空交互，鸿蒙之光叹星河无垠，纪元之光感日月如梭，智慧之光渡无涯世界。畅游其中，于长江边、幕府山中，看一段关于达摩的传奇故事，赏一场惊艳时光的六朝美学盛宴，渡一段穿越千年时空的石窟光影艺术之旅。,4/1-10/31 08:30-17:30;11/1-3/31 08:30-17:00,4.3,建议游览时间：1小时 - 4小时,118.790149,32.133222
栖霞山Qixia Mountain,南京市栖霞区栖霞街88号,Nanjing,118.962614,32.157621,"025-85766979, 025-85761831",http://www.njqixiashan.com/,栖霞山也叫摄山，位于南京市中心东北约22公里处的栖霞镇，因山中建有栖霞寺而得名。栖霞山有三峰，主峰海拔313米，山中有栖霞寺、舍利塔等众多古迹，还有青锋剑、天开岩、一线天等自然奇观。红枫节栖霞山的红叶很有名，每年10月-12月期间将举办红枫节，一般持续50天左右，届时满山红枫颇为壮观。春夏时看的主要是清幽迷人的山林景色。冬季较冷，可以欣赏人文古迹。明镜湖进山的第一处景观是明镜湖（即“彩虹明镜”），中间有湖心亭，由九曲桥与岸相连，造型精巧。往东就是栖霞山的主要景点——栖霞寺，寺中有千佛斋，香菇、素鸡等素菜风味独特，但价格偏贵。舍利塔栖霞寺以东不远有一座约18米高的舍利塔，外壁上刻有生动传神的浮雕，十分典雅精致，值得观赏。舍利塔附近就是千佛岩，著名的“东飞天”就在中102号佛龛中，感兴趣的话可以好好研究一番。虎山山顶和青灰岩石此外，栖霞山上还有许多值得一看的景观。登上西北边的虎山山顶，可以在碧云亭眺观滚滚长江。而在平山头的南坡上有一处青灰岩石，表面呈波浪状，人称“叠浪岩”，十分罕见。相传乾隆六下江南五次驻跸栖霞，但现在乾隆行宫已被毁，只剩一些遗迹，位于中峰。,全年 08:00-16:00,4.6,建议游览时间：2小时 - 3小时,118.962614,32.157621
南京长城Nanjing Great Wall,南京市浦口区珍珠街182号珍珠泉旅游度假区内,Nanjing,118.646553,32.134785,025-58601545,,南京长城在定山山脉的妙高峰、芙蓉峰蜿蜒起伏的山脊上，万米蜿蜒如卧龙，挺拔峻峭，雄伟壮观，亦称“南京长城”或“南京万米长城”。,全年 08:30-16:30,4.0,建议游览时间：1小时 - 2小时,118.646553,32.134785
钟山风景名胜区Zhongshan Mountain National Park,南京市玄武区石象路7号,Nanjing,118.829957,32.067538,025-84433582,http://www.zschina.org.cn/,钟山风景区虽又名东郊风景区，不过离市中心很近，南京人更喜欢将钟山称为紫金山。钟山海拔448.9米，山上从西向东依次有中山陵、明孝陵、灵谷寺三个大景区，其中中山陵、明孝陵是来南京必 游的景点。中山陵中山陵是孙中山的陵墓，沿着台阶一路向上，可以看到博爱坊、墓道、陵门、碑亭、祭堂和墓室由南往北排布在中轴线上，各个民国风建筑上的“博爱”、“天下为公”等题字，体现着孙中山的理想。中山陵广场的东南方，有一个音乐台，是一座中西合璧风格的舞台。每到节假日，密密麻麻麻的人群会覆盖满中山陵的台阶，最 好避开。明孝陵明孝陵是明太祖朱元璋与马皇后的陵墓，经过曲曲折折的墓道便可来到陵寝主体建筑前，走到宝顶即可止步，宝顶下是朱元璋墓的地宫，没有进行挖掘。明孝陵的门票中包含了梅花山，冬天的时候不妨去一下，梅花开得正好。灵谷景区灵谷寺景区的游人没有中山陵和明孝陵多，原来的灵谷寺现在已偏居一隅，中轴线上主要是国民革命军阵亡将士公墓的一系列建筑。不过明代灵谷寺仅 存的一座建筑无梁殿还在中轴线上，千万别错过。如此大的殿堂却不用一根梁柱，全部用砖石造成，殿堂内是公墓的祭堂。 钟山的环境很好，山道两旁的树木互相连接，形成遮天绿伞，光是在林荫道上走走就非常舒服，更何况有很多景点可以参观，甚至有一些只有老南京才知道的僻静之所，这使得钟山无疑是南京有名的山之一。要是时间允许，在南京小住一段时间，天天去钟山爬个山，既锻炼身体每天又能有不同的发现，只要不进收费景点，爬山是免费的。 ,全年 全天开放,4.6,建议游览时间：3天 - 6天,118.829957,32.067538
南京1912街Nanjing 1912 Pub Street,南京市玄武区长江后街8号,Nanjing,118.791101,32.047316,025-84517710,,南京1912街对南京有着特殊的意义。其建筑古朴精巧，错落有致，古典与现代相融合的特色让每个去过的人都会念念不忘。老建筑这里是工作人员、青年军官、银行职员的宿舍区，如今一幢幢老建筑被改造成了餐馆、酒吧，当然也有新建的仿老式建筑，给人的感觉像上海的新天地，北京的三里屯，吸引着都市时尚青年和不少老外来此过丰富的夜生活。各地美食喜欢美食，这里有各国各地风味的就餐场所。民都荟的私房菜，总统鱼、美龄牛肉、少帅红烧肉；芳满庭海派菜的上海口味；九佰锅的火锅；庆善园韩国料理，原田新料理的日本寿司和三文鱼，让你品尝到国际口味。当然，还有这样的地方一定会出现的小资必备饮品星巴克、冷饮DQ冰雪皇后。特色酒吧喜欢喝酒，可以去座吧喝喝日式清酒，杰森洋行品品葡萄酒。光喝酒嫌单调，你也可以去苏荷酒吧听歌，ENZO是音乐酒吧，往事酒吧多是中年人去怀旧，里面的歌手唱着老歌。,全年 11:30-02:00,4.5,建议游览时间：1小时 - 3小时,118.791101,32.047316
红山森林动物园Hongshan Forest Zoo,江苏省南京市玄武区和燕路168号,Nanjing,118.797595,32.093481,025-85620178,http://www.njhszoo.com,红山森林动物园位于南京玄武湖北面，紧邻南京火车站，由原来的南京玄武湖动物园迁移到此而建。动物园以独特的森林景观、丰富的动物资源、多彩的主题活动成为国内较具特色的动物园之一。园内三山红山森林动物园依山而建，园内有三座山，要做好爬山的准备。东大门进去是主峰大红山，海拔80米左右，山顶有仿六朝建筑大壮观阁，高三层，老远就能看见它，大红山设有猛兽区；北大门进去是小红山，设有鸟类区；西南边的沈阳村大门进去是放牛山，设有食草动物区、灵长动物区。从三扇大门的任何一扇进园都行，无特殊讲究，园中岔道很多，建议玩之前先研究下地图，想好自己要看哪几种动物，否则来回走重复路，还要爬山，会比较累。动物展区鸟类区能看到火烈鸟、鸵鸟等，孔雀园的绿孔雀、白孔雀开屏是游客较期待的事，鹦鹉馆中有只会说话的灰鹦鹉，是动物园的元老级动物，当年动物园还在玄武湖时它就在了。猛兽区能看白虎、黑豹等大家伙。别忘了寻访熊猫馆和小熊猫馆，感觉萌萌哒。食草动物区的长颈鹿会用水灵灵的大眼睛看着你，河马看上去呆呆的，还能见到斑马、袋鼠、大象等。灵长动物区一只14岁的棕色卷尾猴也是动物园里的元老，经常和隔壁小它好几岁的蓝脸红鼻山魈“玩耍”。两栖动物爬行馆东大门附近有两栖动物爬行馆及水族馆，能看到不少淡水鱼和乌龟。北大门有企鹅馆和宠物园，宠物园能看鸟艺杂技表演，每天循环演出。儿童乐园带小孩的游客还可以去东大门进门处的儿童乐园玩一下，有碰碰车、高空脚踏车、海盗船等游乐设施，另外收费。西南端的森林探险则可以走一下吊桥、绳网桥、木桶桥等组成的“勇敢者的道路”。 ,全年 08:30-18:00,4.6,建议游览时间：4小时 - 6小时,118.797595,32.093481
美龄宫Meiling Palace,南京市玄武区石象路7号,Nanjing,118.841462,32.04761,025-84433582,http://www.zschina.org.cn/mlg/,美龄宫位于南京明孝陵东面的小红山上，兴建于1931年，又名小红山官邸，因宋美龄夫妇常来此度假，故被称作“美龄宫”，是南京非常壮观、典雅的建筑之一。建筑外观美龄宫黄色的外墙，红色的立柱，绿色琉璃瓦覆顶，屋顶上雕着1000多只凤凰，屋檐底下描着漂亮的彩绘，让人感受到一种中国宫殿式的富丽堂皇。楼门口停着美国送给宋美龄专用的别克汽车，大楼地下有一层，地上有三层，基本按照蒋宋夫妇生前原样布置。如果俯瞰美龄宫全景会意外发现，陵园路像项链，红山上的环山路像项链上的吊坠，而美龄宫像镶嵌在吊坠上的绿宝石，据说这个创意是宋美龄提出的。建筑布局地下一层主要是烧饭的地方，有厨房、锅炉房、洗衣房等。一层主要是职员办公的地方，有接应室、侍卫室、侍卫宿舍、秘书卧室、秘书办公室等。二层主要是会客的地方，有一个气派的宴会大厅，西式长餐桌能供近20人同时用餐。通过大厅，可至“凸”字形露台，34根汉白玉栏杆立柱上雕着34只凤凰。现在这里开了家“第一夫人咖啡厅”，你可以在露台喝喝咖啡，点个冰淇淋。 三层主要是主人起居的地方，也是美龄宫最精华的部分。机要秘书室紧靠卧室，次卧在外，按照军人生活习惯布置，稳重干净，墙上挂着蒋宋夫妇的结婚照；主卧在内，全套红木家具，东、南两面都有大大的落地窗。因为宋美龄信封基督教，所以客厅造成祈祷室，名凯歌堂。供两人私人用餐的小餐室有电梯通往地下一层的厨房，菜肴做好后就直接通过电梯送上来，精致的餐桌上摆着烛光晚餐用的蜡烛。在盥浴室你能看到宋美龄洗牛奶浴的浴缸，现在看来盥浴室略显陈旧，可当年用的都是进口瓷砖。 ,全年 07:30-18:00,4.7,建议游览时间：1小时 - 2小时,118.841462,32.04761
朝天宫Chaotian Palace,南京市秦淮区王府大街朝天宫4号,Nanjing,118.770078,32.036632,"025-84466460, 025-84200177, 025-84465317",http://www.njmm.cn/,朝天宫是清代的文庙，整个建筑群包括了江宁府学、朝天宫、以及由朝天宫的几间大殿辟成的南京市博物馆。现在江宁府学为江苏省昆剧院，只能外观，游客能入内参观的只有朝天宫和南京市博物馆。朝天宫的历史朝天宫的历史可追溯至春秋，吴王夫差在这里的冶山冶铁铸剑，建文庙的历史可追溯至北宋，明代命名为朝天宫，是皇室礼拜道教诸神和学习朝见天子礼仪的场所，后毁于战火，清同治五年至九年（公元1866年-1870年）在原有基础上改建，又成为了文庙，江宁府学也从鸡鸣山迁于此处。朝天宫朝天宫南临人工运河“运渎”，有“万仞宫墙”围绕，墙内有一泮池，东西两侧分别为“德配天地”和“道贯古今”牌坊。主体建筑从东南到西北依次为棂星门、大成门、大成殿、崇圣殿，顶覆黄色琉璃瓦，棂星门下的四对团龙雕像栩栩如生，大成门前立着孔子塑像。崇圣殿后是后花园部分，东边的飞云阁附近是乾隆御碑亭，西边的敬一亭是冶山最高处。南京市博物馆崇圣殿的一侧是南京市博物馆的主展厅，主要有基本陈列《龙蟠虎踞--南京城市史展》。展品按照时代更迭的顺序排列，一层是远古到明清的展品，二层是民国时期的展品。三层是《玉堂佳器--馆藏精品展》，“镇馆之宝”元末明初的青花梅瓶即在这，瓶上惟妙惟肖地绘着“萧何月下追韩信”图。 南京市博物馆将大成殿和崇圣殿辟为特展和临时展展厅，朝天宫正在举办的展览都会写在门口的牌子上。特展、临时展览举办的场馆时有变化，具体在哪个殿，可电话咨询景区经营部：025-84200177。,全年 周二-周日 09:00-18:00;全年 周一 全天不开放 ;中国法定节假日 09:00-18:00,4.6,建议游览时间：2小时 - 3小时,118.770078,32.036632
南京海底世界Nanjing Underwater World,南京市玄武区四方城8号,Nanjing,118.840018,32.055925,025-84441119,http://www.nuww.com.cn/,南京海底世界，位于钟山风景区内。拥有200余种，10000多尾海洋鱼类，6只来自南极的帝企鹅，20余只温带企鹅，并有北极熊、北极狐等海洋哺乳动物30余只。每天还有“人鲨共舞”与“海的女儿”等表演。海底隧道南京海底世界的一层，是四层中展馆最多的一层，这里拥有长74米的透明玻璃构成的隧道，在隧道中游人可以观赏到千姿百态的鱼群、硕大无比的海龟和凶猛的鲨鱼。“人鲨共舞”与“海的女儿”表演隧道中会上演潜水员和鲨鱼所呈现的惊心动魄的精彩表演“人鲨共舞”，游人还能观赏到精彩的美人鱼表演。在一层中的海豚馆，每天还有四场精彩的海豚表演。各类表演的时间有时会调整，以景区当日公告为准。极地馆在二楼，游客可以和从南美洲秘鲁远道而来的“洪氏环企鹅”相会，游客还可以看到饲养员给企鹅喂食的场面。而在三楼和四楼，则是北极动物的天下，在这里，有北极熊、帝企鹅、北海狮、北极狼和北极狐等大量珍贵的极地动物等待着你。 ,全年 08:30-17:00,4.5,建议游览时间：3小时 - 4小时,118.840018,32.055925
雨花台Yuhuatai,南京市雨花台区雨花路215号,Nanjing,118.776496,31.999891,"025-68783067, 025-52411523-810",http://www.travel-yuhuatai.com/,雨花台由3个山岗组成，顶部为平台。整个景区分为烈士陵园区、名胜古迹区、雨花石文化区、雨花茶文化区、生态密林区。烈士陵园区从北门或南门进入雨花台便是烈士陵园区，这里曾是新民主主义革命烈士的殉难处，遇难人数多达10万。广场上有忠魂亭、纪念碑、烈士雕塑等建筑。你会看到纪念碑下的长明灯，寓意烈士的死重于泰山。参观烈士纪念馆，可以看到从大革命至南京解放的各种史料文物。古迹名胜区来到古迹名胜区，可以看看著名的“江南第二泉”（即雨花泉），它有两个泉眼，水出地面1米，诗人陆游曾以雨花泉水沏茶，如今这里还有一家百年老店“二泉茶社”，有兴致不妨在此品品茶。附近的雨花阁里有巨幅云光法师说法瓷砖画，讲述着雨花台的历史。雨花石文化区雨花石爱好者可以去东岗南部的雨花石文化区，参观一下雨花石博物馆，观赏馆藏珍品之余还能了解到雨花石的来源与成因、历史与文化；每年9月还会举办雨花石艺术节。很多游客会在文化区内捡雨花石，不过现在这里基本都是鹅卵石了。赏花另外，雨花台也是赏花的好地方。3月-6月期间有大型杜鹃花展，可以看到西洋鹃、野生杜鹃、地栽毛鹃、夏鹃等花卉。而在清明时节，雨花台东岗四处盛开梅花，因此也叫梅岗，东北边曲折的梅廊与梅花相映成趣，是不错的赏梅地点。,全年 周一 全天不开放 ;全年 周二-周日 08:30-17:00;中国法定节假日 08:30-17:00,4.6,建议游览时间：2小时 - 4小时,118.776496,31.999891
汤山风景区Tangshan Scenic Area,南京市江宁区汤山街道古泉村,Nanjing,119.039865,32.05844,025-81032796,,汤山位于南京东郊，集碑、泉、洞、湖、寺为一体，融人文景观与自然风光为一炉，独具特色。镇西的雷公山中，有一个总面积达数万平方米巨大溶洞群，洞内出土的较为完整的古人类头骨化石据科学鉴定，是大约出生于30万年前的南京猿人，证实了长江流域是中华民族的发祥地之一。另外，汤山风景区的温泉，是这里的特色体验，可以一试。,全天开放，内部景点开放时间以景区现场公示为准。,4.7,建议游览时间：3天 - 6天,119.039865,32.05844
南京城墙Nanjing City Wall,江苏省南京市玄武区九华山公园东门旁,Nanjing,118.798559,32.063242,"025-86625435, 025-83608359",https://www.njcitywall.com/,现存的南京城墙建于明代初年（1366-1386年），是明太祖朱元璋听取朱升关于“高筑墙”的建议后而兴建的。它南北长10公里，东西宽5.67公里，周长33.676公里。南京城墙不同于我国其他城墙之处在于它的不规则形状。明代南京城的城门原有13座，现只存有几座，其中中华门是较大的城堡，上下有三层，共有27个藏兵洞，能藏兵三千余人。在明代，用于防御入侵之敌。,全年 08:30-17:00,4.6,建议游览时间：5小时 - 6小时,118.798559,32.063242
瞻园Zhan Garden,南京市秦淮区瞻园路128号,Nanjing,118.779896,32.023132,"025-52201849, 025-86623024, 025-52238687",,瞻园又称大明王府、金陵第一园，始建于明嘉靖年间，原为明开国功臣徐达的王府，是南京现存历史最久的一座园林，与无锡寄畅园、苏州拙政园及留园并称为“江南四大名园”。历史背景瞻园是南京现存历史最久的一座园林，已有600多年的历史。整个园林布局典雅精致，有明清古建筑群、北宋太湖石、清幽的楼榭亭台假山等。乾隆南巡时曾两度到此游览，并借用欧阳修诗“瞻望玉堂，如在天上”御赐园名，亲笔题写“瞻园”匾额。太平天国时还是东王杨秀清和幼西王萧有和的府第。东瞻园瞻园分东、西两个部分，大门（南门）在东半部，门上悬一大匾书“金陵第一园”，进门正中是一尊洪秀全半身铜像，太平天国历史博物馆是东瞻园的主要参观点，里面陈列着天父上帝玉玺、天王皇袍、忠王金冠、大旗、宝剑、石槽等文物。西瞻园通过水院就到了西瞻园，这是一座典型的江南园林。园内古建筑有一览阁、花篮厅、致爽轩、迎翠轩及曲折环绕的回廊，这些建筑和回廊把西瞻园分成五个小庭院和一个主园，而假山是全园的主景和骨干，南、北、西各有一座假山，巧夺天工。“虎”字石碑主园中部是静妙堂，三面环水，一面依陆。而在观鱼亭入口处右边墙壁上就是镇宅之宝“虎”字石碑，相传它是朱元璋御赐给虎将徐达的，宛如一虎端立，仰天长啸，仔细琢磨可以窥出“富甲天下”四个字，可谓“天下第一虎”。铜亭与太湖石瞻园内的另一大奇迹——铜亭（即扇亭），是世界上最早的取暖设备（相当于空调建筑）。此外，园内还有两块太湖石，仙人峰在南门后庭园中，玉立多姿；倚云峰在花篮厅东南角的桂花丛中，突兀灵秀。 ,8:00-20:30,4.6,建议游览时间：2小时 - 3小时,118.779896,32.023132
江苏园博园Jiangsu Garden Expo Park,江苏省南京市江宁区汤山街道圣湖路8号,Nanjing,119.006173,32.077582,4008116363,,园博园占地3.45平方千米，约5175亩，是长三角地区新兴文旅综合体，也是华东地区工业遗址文创化改造的人文示范基地。园区由多位国内外知名建筑设计大师在“园林园艺”、“工业遗存”、“矿坑崖壁”等特色景观资源的基础上，打造了崖畔花谷、时光艺谷、苏韵荟谷、云池梦谷四大精美花园。 此外，园博园引入了悦榕庄、万豪威斯汀、傲途格、丽笙精选、洲际英迪格等知名的精品酒店，并打造了可口可乐、赛梦空间等体验式项目。同时，创新与自然相结合的水下植物园也将成为亮点，种种元素为游客打造了一个集休闲、零售、餐饮、文化展览、游乐体验为一体的一站式文旅综合体。园博园开园后，将为游客带来更多新鲜玩法，乘着园博园小火车穿越在林间花丛，可以来赛梦·微缩世界来一场时空穿梭，或者在汉服体验馆变身“古人”，漫步于江苏省十三座各具特色的城市园林中，感受高端休闲度假目的地、未来美好生活示范区。园博园的背后江苏园博园打造的是一个集自然景观、家庭旅游、深度体验、休闲度假相融合的全新旅游度假目的地，追求不同于城市居住的高品质生活方式和不同于常规旅行的一站式出游态度，让人们在“园”游的过程中感受园博园带来的独特全新体验。特色景点园博园地处山水形胜处，坐拥优越自然景观。更有紫东阁、时仓、水下植物园，和13座江南名园等人文景观，与自然相融一体，使您充分体验生态人文的独有魅力。1、十三城市展园江南园林甲天下，江苏十三地市，历史上各有名园风流。园博园打造十三座城市的代表性名园，重现江南园林文化。在园博园，一日可观江南名园。2、南京时游玩者可以打卡的特色钟楼就在这里，将南京的过去、现在、未来投射到三个钟面上，中国首座钟是由南京人吉坦然制作而成，称为南京本钟。具有三个钟面的时钟楼屹立于园博园主展馆片区的高层建筑上，时仓和英国大本钟是同一家设计公司，墙体上修建了LED屏，并且邀请梁祝的小提琴协奏曲作者陈刚，为整点报时音乐作编曲。主展馆主展馆原身为银佳和昆元两个白水泥厂的废弃厂房，经过中国工程院的崔凯院士设计，现在的主展馆汇集了工业遗存保护、展陈展示、办公会议、休闲服务等多样功能，成为一个工业风的政治中心和商业中心。在未来，这里也预留了一万平方米的商业空间，可口可乐博物馆、相机博物馆、先锋书店等等都会在这里成为游客游玩过程中的惊喜。特色游览想体验不一样的观光方式，可以选择园博园特色的园博园小火车出游，新的游览方式，新的视野，带来更多更新的惊喜体验。小火车（需另行购票）园博园的“专列”除了穿行于林间花丛，更能在空中、在隧道等处穿行，特色火车游览体验值得一再重游。特色体验园博园集合了大量时尚人文打卡地，无论是可口可乐品牌馆、还是先锋书店、赛梦•微缩世界等，都以其强大的人文内涵吸引着来自各地的游玩者。可口可乐品牌馆可口可乐品牌馆展现了百余年来可口可乐发展创新史，亦有多年来各式可口可乐周边商品售卖，是在让人们体验风靡全球的魔水魅力。先锋书店先锋书店是亚洲入选《国家地理》的全球十大书店，已成为了南京人文旗帜性的文化符号。孔山营地孔山营地，这里以亲子体验为主，赛梦微缩世界将打造一个金陵主题的小人国，以全微缩的概念，重新演艺城市文化、人文景观、影视文学，打造具有中国特色、南京文化的特色体验馆。艺术交流中心将集合世界著名博物馆，成为艺术的新高地，ILLY咖啡博物馆集咖啡烘焙、展示、咖啡博物馆、概念店于一体，将成为艺术品鉴者和爱好者的新社交场所。特色酒店（部分酒店建设中，开业时间以酒店官方披露为准或咨询热线电话）悦榕庄、万豪、丽笙、洲际、威斯汀等全球知名度假酒店集团旗下酒店齐聚于此，各有特色，有的面山，有的临湖，有的亲近江南园林，有的推窗能见花海……美好假日的烦恼，就是到底该挑哪家酒店入住呢？特色美食如果没有美食，旅游的幸福感便被打了大大的折扣。拉面竞技馆汇聚了7家日本地道拉面店铺，其中包括闻名全球的“一阑拉面”，这也是“一阑拉面”初次在中国大陆亮相。杰森美食艺术馆致力于将各地美食的亮点融合到一起，改良创新，形成了独具特色的杰森无界创意时令美食。2013年开始筹备“杰森无界”品牌，致力打造以时令融合菜为核心，汇集美食博物馆，美食市集，美食课堂，音乐酒饮于一体的复合体验式餐饮空间。冶春茶社以淮扬细点、小吃为主，如黄桥烧饼、葱油火烧、徽州饼、大煮干丝等品种，选料严格、制法独特，色香味形并重，具有浓厚的地方特色，深受顾客的喜爱。月台小厨新兴特色餐饮美食ILLY咖啡工坊创立于1933年的illy Coffee作为意大利国宝级的咖啡品牌，据统计，每天全球能售出超过700万杯illy咖啡。而标志性的红白方形logo，甚至更成为了高品质咖啡的象征。意大利咖啡概念博物馆，集咖啡烘焙、展示、咖啡博物馆、概念店于一体、将成为艺术品鉴者和爱好者的新社交场所。花厨Tomacado花厨是北京素年锦时餐饮管理有限公司旗下品牌，是一个集餐饮、花艺、零售及生活美学课程为一体的复合式空间，提倡“分享美、分享爱、分享幸福”的理念。休闲购物逛厌了大商场和步行街，在中国古典园林里逛逛买手店，体验下中西文化下审美的疯狂碰撞。Loewe、Giorgio Armani、Givenchy、Balenciaga、Gucci、Prada……你能想到的，在园林里都能找到。,4/16-12/31 09:00-20:30,4.2,建议游览时间：1小时 - 2小时,119.006173,32.077582
